,AT,number_of_cycles,total_cycle_miles,avg_cycle_mile,avg_cycle_time,avg_cycle_in_min,Serial,CAT,idling_time,duration,start_time,end_time
0,AT1,20,13.0588215118,0.652941075592,13.0,0.00162365859281,B1P005399,740,32,5,7:8,12:49
