Timestamp,GPGGA Latitude,GPGGA Longitude,Actual Engine RPM,GroundSpeed,HoistRaiseSolenoidCurrent,distance_mile,cumsum_mile,idling,Stationed,Coupled,Loading,GPGGA Latitude_2,GPGGA Longitude_2,Actual Engine RPM_2,GroundSpeed_2,distance_mile_2,cumsum_mile_2,Delta_cumsumMile,Loading_2,Delta_loading,Coupled_2,BodyDwnLoadCat,GPGGA Latitude_1,GPGGA Longitude_1,mile_cycle,Delta,bodyup,Coupled_1,BodyUpCat
2015-06-23 07:09:09,30.0519,-95.6222,700.03,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:10,30.0519,-95.6222,699.98,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:11,30.0519,-95.6222,699.89,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:12,30.0519,-95.6222,700.14,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:13,30.0519,-95.6222,699.84,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:14,30.0519,-95.6222,700.1,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:15,30.0519,-95.6222,700.46,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:16,30.0519,-95.6222,699.84,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:17,30.0519,-95.6222,700.54,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:18,30.0519,-95.6222,700.43,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:19,30.0519,-95.6222,700.79,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:20,30.0519,-95.6222,699.42,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:21,30.0519,-95.6222,699.75,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:22,30.0519,-95.6222,700.05,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:23,30.0519,-95.6222,700.14,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:24,30.0519,-95.6222,700.52,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:25,30.0519,-95.6222,699.6,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:26,30.0519,-95.6222,700.56,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:27,30.0519,-95.6222,700.76,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:28,30.0519,-95.6222,700.51,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:29,30.0519,-95.6222,699.63,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:30,30.0519,-95.6222,699.31,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:31,30.0519,-95.6222,739.68,0.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",1,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:32,30.0519,-95.6222,960.94,0.0,0.0,0.0,0.0296493216964,1,1,"(30.0519, -95.622200000000007)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:33,30.0519,-95.6222,1110.87,1.89,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:34,30.0519,-95.6222,1187.0,2.5,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:35,30.0519,-95.6222,1187.86,2.79,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:36,30.0519,-95.6222,1282.16,3.0,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:37,30.0519,-95.6222,1510.23,3.4,0.0,0.0,0.0296493216964,0,1,"(30.0519, -95.622200000000007)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:38,30.0519,-95.6223,1492.33,3.85,0.0,0.00690499442127,0.0365543161176,0,0,"(30.0519, -95.622299999999996)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:39,30.0519,-95.6223,1374.58,3.5,0.0,0.0,0.0365543161176,0,1,"(30.0519, -95.622299999999996)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:40,30.0519,-95.6223,1357.93,3.5,0.0,0.0,0.0365543161176,0,1,"(30.0519, -95.622299999999996)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:41,30.0519,-95.6223,1284.89,3.5,0.0,0.0,0.0365543161176,0,1,"(30.0519, -95.622299999999996)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:42,30.0519,-95.6223,1237.45,3.22,0.0,0.0,0.0365543161176,0,1,"(30.0519, -95.622299999999996)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:43,30.0519,-95.6223,1233.78,3.0,0.0,0.0,0.0365543161176,0,1,"(30.0519, -95.622299999999996)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:44,30.0519,-95.6224,1204.08,3.0,0.0,0.00690499442303,0.0434593105407,0,0,"(30.0519, -95.622399999999999)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:45,30.0519,-95.6224,1207.49,3.0,0.0,0.0,0.0434593105407,0,1,"(30.0519, -95.622399999999999)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:46,30.0519,-95.6224,1219.44,3.0,0.0,0.0,0.0434593105407,0,1,"(30.0519, -95.622399999999999)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:47,30.0519,-95.6224,1228.95,3.0,0.0,0.0,0.0434593105407,0,1,"(30.0519, -95.622399999999999)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:48,30.0519,-95.6224,1239.54,3.0,0.0,0.0,0.0434593105407,0,1,"(30.0519, -95.622399999999999)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:49,30.0519,-95.6224,1257.4,3.0,0.0,0.0,0.0434593105407,0,1,"(30.0519, -95.622399999999999)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:50,30.0519,-95.6224,1265.89,3.0,0.0,0.0,0.0434593105407,0,1,"(30.0519, -95.622399999999999)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:51,30.0519,-95.6225,1266.64,3.0,0.0,0.00690499442215,0.0503643049628,0,0,"(30.0519, -95.622500000000002)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:52,30.0519,-95.6225,1251.99,3.0,0.0,0.0,0.0503643049628,0,1,"(30.0519, -95.622500000000002)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:53,30.0519,-95.6225,1222.49,3.0,0.0,0.0,0.0503643049628,0,1,"(30.0519, -95.622500000000002)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:54,30.0519,-95.6225,1208.19,3.0,0.0,0.0,0.0503643049628,0,1,"(30.0519, -95.622500000000002)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:55,30.0519,-95.6225,1167.28,3.0,0.0,0.0,0.0503643049628,0,1,"(30.0519, -95.622500000000002)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:56,30.0519,-95.6225,1152.4,2.52,0.0,0.0,0.0503643049628,0,1,"(30.0519, -95.622500000000002)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:57,30.0519,-95.6225,1171.94,2.82,0.0,0.0,0.0503643049628,0,1,"(30.0519, -95.622500000000002)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:58,30.0519,-95.6226,1133.96,2.5,0.0,0.00690499442215,0.057269299385,0,0,"(30.0519, -95.622600000000006)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:09:59,30.0519,-95.6226,1135.04,2.5,0.0,0.0,0.057269299385,0,1,"(30.0519, -95.622600000000006)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:00,30.0519,-95.6226,1144.03,2.5,0.0,0.0,0.057269299385,0,1,"(30.0519, -95.622600000000006)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:01,30.0519,-95.6226,1156.73,2.5,0.0,0.0,0.057269299385,0,1,"(30.0519, -95.622600000000006)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:02,30.0519,-95.6226,1149.65,2.5,0.0,0.0,0.057269299385,0,1,"(30.0519, -95.622600000000006)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:03,30.0519,-95.6226,1114.16,2.5,0.0,0.0,0.057269299385,0,1,"(30.0519, -95.622600000000006)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:04,30.0519,-95.6226,1127.46,2.5,0.0,0.0,0.057269299385,0,1,"(30.0519, -95.622600000000006)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:05,30.0519,-95.6226,1139.34,2.5,0.0,0.0,0.057269299385,0,1,"(30.0519, -95.622600000000006)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:06,30.0519,-95.6227,1149.66,2.5,0.0,0.00690499442127,0.0641742938062,0,0,"(30.0519, -95.622699999999995)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:07,30.0519,-95.6227,1170.3,2.58,0.0,0.0,0.0641742938062,0,1,"(30.0519, -95.622699999999995)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:08,30.0519,-95.6227,1191.53,3.0,0.0,0.0,0.0641742938062,0,1,"(30.0519, -95.622699999999995)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:09,30.0519,-95.6227,1189.21,3.0,0.0,0.0,0.0641742938062,0,1,"(30.0519, -95.622699999999995)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:10,30.0519,-95.6227,1176.88,3.0,0.0,0.0,0.0641742938062,0,1,"(30.0519, -95.622699999999995)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:11,30.0519,-95.6227,1269.7,3.0,0.0,0.0,0.0641742938062,0,1,"(30.0519, -95.622699999999995)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:12,30.0519,-95.6227,1362.76,3.33,0.0,0.0,0.0641742938062,0,1,"(30.0519, -95.622699999999995)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:13,30.0519,-95.6227,1347.58,3.5,0.0,0.0,0.0641742938062,0,1,"(30.0519, -95.622699999999995)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:14,30.0519,-95.6228,1366.95,3.5,0.0,0.00690499442215,0.0710792882284,0,0,"(30.0519, -95.622799999999998)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:15,30.0519,-95.6228,1429.89,3.5,0.0,0.0,0.0710792882284,0,1,"(30.0519, -95.622799999999998)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:16,30.0519,-95.6228,1367.08,3.5,0.0,0.0,0.0710792882284,0,1,"(30.0519, -95.622799999999998)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:17,30.0519,-95.6228,1355.2,3.5,0.0,0.0,0.0710792882284,0,1,"(30.0519, -95.622799999999998)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:18,30.0519,-95.6228,1347.06,3.5,0.0,0.0,0.0710792882284,0,1,"(30.0519, -95.622799999999998)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:19,30.0519,-95.6228,1347.44,3.5,0.0,0.0,0.0710792882284,0,1,"(30.0519, -95.622799999999998)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:20,30.052,-95.6228,1388.56,3.5,0.0,0.000676543950686,0.0717558321791,0,0,"(30.052, -95.622799999999998)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:21,30.052,-95.6229,1574.54,4.14,0.0,0.00690499442215,0.0786608266012,0,0,"(30.052, -95.622900000000001)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:22,30.052,-95.6229,1702.71,4.5,0.0,0.0,0.0786608266012,0,1,"(30.052, -95.622900000000001)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:23,30.052,-95.6229,1848.66,4.83,0.0,0.0,0.0786608266012,0,1,"(30.052, -95.622900000000001)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:24,30.052,-95.6229,1951.92,5.04,0.0,0.0,0.0786608266012,0,1,"(30.052, -95.622900000000001)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:25,30.052,-95.6229,1989.95,6.38,0.0,0.0,0.0786608266012,0,1,"(30.052, -95.622900000000001)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:26,30.052,-95.623,1868.24,7.99,0.0,0.00690499442303,0.0855658210242,0,0,"(30.052, -95.623000000000005)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:27,30.052,-95.623,1731.79,9.23,0.0,0.0,0.0855658210242,0,1,"(30.052, -95.623000000000005)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:28,30.052,-95.623,1689.21,10.81,0.0,0.0,0.0855658210242,0,1,"(30.052, -95.623000000000005)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:29,30.052,-95.6231,1672.06,11.72,0.0,0.00690499442127,0.0924708154455,0,0,"(30.052, -95.623099999999994)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:30,30.052,-95.6232,1448.72,12.6,0.0,0.00690499442215,0.0993758098677,0,0,"(30.052, -95.623199999999997)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:31,30.052,-95.6232,1552.54,13.78,0.0,0.0,0.0993758098677,0,1,"(30.052, -95.623199999999997)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:32,30.052,-95.6233,1647.16,14.52,0.0,0.00690499442215,0.10628080429,0,0,"(30.052, -95.6233)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:33,30.052,-95.6234,1711.32,15.05,0.0,0.00690499442215,0.113185798712,0,0,"(30.052, -95.623400000000004)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:34,30.052,-95.6234,1603.25,14.12,0.0,0.0,0.113185798712,0,1,"(30.052, -95.623400000000004)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:35,30.052,-95.6235,1431.27,12.6,0.0,0.00690499442215,0.120090793134,0,0,"(30.052, -95.623500000000007)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:36,30.052,-95.6236,1251.87,11.05,0.0,0.00690499442127,0.126995787555,0,0,"(30.052, -95.623599999999996)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:37,30.052,-95.6236,1253.94,9.0,0.0,0.0,0.126995787555,0,1,"(30.052, -95.623599999999996)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:38,30.052,-95.6236,1099.6,6.4,0.0,0.0,0.126995787555,0,1,"(30.052, -95.623599999999996)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:39,30.052,-95.6237,1283.84,4.95,0.0,0.00690499442303,0.133900781978,0,0,"(30.052, -95.623699999999999)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:40,30.052,-95.6237,1312.57,3.63,0.0,0.0,0.133900781978,0,1,"(30.052, -95.623699999999999)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:41,30.052,-95.6237,1229.01,3.0,0.0,0.0,0.133900781978,0,1,"(30.052, -95.623699999999999)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:42,30.0521,-95.6237,1542.9,3.43,0.0,0.000676651892085,0.13457743387,0,0,"(30.052099999999999, -95.623699999999999)",0,,,,,,,,,,,,,,,,,,
2015-06-23 07:10:43,30.0521,-95.6237,1845.7,4.66,0.0,0.0,0.13457743387,0,1,"(30.052099999999999, -95.623699999999999)",0,,,,,,,,,,,,,,,,,,
